node_id,role,counter,temp,humidity,ts_ms,tx_ms
15,sink,187,81.9,52.5,38421,0
108,hop3,2,112.9,2.8,1078,49
108,hop3,3,19.8,50.3,1278,36
108,hop3,4,190.9,4.3,1478,48
108,hop3,5,180.7,62.7,1678,42
108,hop3,6,194.1,39.8,1878,35
108,hop3,8,142.1,98.9,2279,63
108,hop3,9,181.7,99.3,2479,51
108,hop3,10,68.1,64.2,2679,36
108,hop3,11,79.3,79.3,2879,43
108,hop3,12,146.1,21.1,3079,62
108,hop3,13,171.0,59.0,3280,39
108,hop3,14,71.2,71.5,3480,59
108,hop3,16,102.9,15.7,3880,70
108,hop3,18,197.7,64.6,4280,60
108,hop3,19,-21.0,40.0,4480,59
108,hop3,20,11.4,40.9,4681,49
108,hop3,21,16.2,91.1,4881,72
108,hop3,22,34.4,93.3,5081,44
108,hop3,23,29.1,26.7,5281,56
108,hop3,24,157.3,60.7,5481,35
108,hop3,25,-23.1,35.2,5681,58
108,hop3,26,61.0,91.0,5882,54
108,hop3,27,96.6,55.5,6082,58
108,hop3,29,89.1,98.0,6482,61
108,hop3,30,28.3,91.9,6682,45
108,hop3,31,196.5,7.8,6882,57
108,hop3,32,0.4,5.1,7082,42
108,hop3,33,132.9,70.7,7283,48
108,hop3,35,-0.8,94.6,7683,49
108,hop3,36,183.1,21.0,7883,60
108,hop3,37,132.7,0.1,8083,49
108,hop3,38,22.2,70.1,8283,47
108,hop3,39,105.0,79.8,8483,54
108,hop3,40,41.8,96.9,8684,63
108,hop3,41,173.3,92.6,8884,48
108,hop3,42,64.8,13.8,9084,47
108,hop3,44,-12.6,30.9,9484,63
108,hop3,45,4.1,50.9,9684,61
108,hop3,46,-17.0,4.4,9884,64
108,hop3,47,34.3,69.5,10084,60
108,hop3,48,168.4,63.5,10284,62
108,hop3,49,58.6,26.4,10485,41
108,hop3,50,121.4,0.4,10685,60
108,hop3,51,99.3,9.5,10885,62
108,hop3,52,178.8,81.5,11085,47
108,hop3,53,137.0,1.7,11285,45
108,hop3,54,84.6,73.1,11485,57
108,hop3,55,-21.5,53.0,11685,51
108,hop3,56,160.4,91.1,11885,58
108,hop3,57,65.5,92.6,12086,42
108,hop3,58,143.5,58.7,12286,44
108,hop3,59,54.4,57.1,12486,56
108,hop3,60,46.1,14.5,12686,44
108,hop3,61,188.2,81.1,12886,44
108,hop3,62,140.5,90.3,13086,54
108,hop3,63,50.4,6.3,13286,69
108,hop3,64,73.2,9.1,13486,59
108,hop3,65,35.8,27.8,13687,61
108,hop3,66,47.8,62.4,13887,49
108,hop3,67,37.0,10.5,14087,52
108,hop3,68,166.9,37.3,14287,64
108,hop3,69,186.1,42.4,14487,66
108,hop3,70,-5.9,36.9,14687,65
108,hop3,71,26.7,40.0,14888,52
108,hop3,72,150.5,97.7,15088,50
108,hop3,73,197.0,57.6,15288,47
108,hop3,74,16.6,4.6,15488,57
108,hop3,75,122.3,55.5,15688,48
108,hop3,76,118.9,65.0,15888,54
108,hop3,78,81.4,91.0,16289,59
108,hop3,79,24.5,92.4,16489,59
108,hop3,80,59.9,49.0,16689,57
108,hop3,82,46.4,74.8,17089,55
108,hop3,83,148.7,8.4,17289,52
108,hop3,85,14.0,38.4,17690,47
108,hop3,86,136.1,88.1,17890,50
108,hop3,87,162.0,78.0,18090,56
108,hop3,88,31.7,38.5,18290,54
108,hop3,89,170.2,53.6,18490,35
108,hop3,90,129.4,23.0,18691,57
108,hop3,91,47.6,56.8,18891,48
108,hop3,92,-17.0,45.0,19091,64
108,hop3,93,16.8,0.7,19291,66
108,hop3,94,198.2,93.8,19491,59
108,hop3,95,124.0,1.7,19691,51
108,hop3,96,-0.5,17.7,19892,57
108,hop3,97,118.7,9.5,20092,49
108,hop3,98,85.0,74.6,20292,52
108,hop3,99,120.7,91.5,20492,43
108,hop3,100,57.4,95.7,20692,49
108,hop3,101,92.1,50.7,20892,63
108,hop3,102,162.1,43.0,21093,60
108,hop3,103,54.0,79.7,21293,58
108,hop3,104,3.6,64.4,21493,54
108,hop3,105,114.7,6.4,21693,22
108,hop3,106,-13.2,18.5,21893,31
108,hop3,107,122.4,48.7,22093,51
108,hop3,108,98.5,40.8,22293,58
108,hop3,109,117.3,56.0,22493,56
108,hop3,110,116.1,14.0,22694,53
108,hop3,111,187.2,91.2,22894,52
108,hop3,112,197.6,54.4,23094,60
108,hop3,113,10.6,15.9,23294,57
108,hop3,114,1.7,58.5,23495,66
108,hop3,117,76.7,73.1,24095,52
108,hop3,118,90.0,19.6,24295,54
108,hop3,119,42.7,76.3,24495,55
108,hop3,120,46.1,11.0,24696,48
108,hop3,121,11.9,9.0,24896,55
108,hop3,122,114.5,81.0,25096,54
108,hop3,123,126.4,75.3,25296,57
108,hop3,124,-22.3,91.3,25496,47
108,hop3,125,145.3,48.0,25696,68
108,hop3,126,197.6,62.9,25896,60
108,hop3,127,-22.6,43.2,26096,60
108,hop3,128,96.1,85.3,26297,49
108,hop3,129,59.0,14.0,26497,59
108,hop3,130,29.7,45.7,26697,53
108,hop3,131,80.1,79.4,26897,53
108,hop3,132,25.8,6.9,27097,54
108,hop3,133,199.6,6.5,27297,58
108,hop3,134,82.7,97.3,27497,56
108,hop3,135,34.6,6.2,27698,56
108,hop3,138,179.2,65.6,28298,66
108,hop3,139,131.3,51.5,28499,51
108,hop3,141,8.3,37.5,28899,54
108,hop3,142,117.2,61.0,29099,57
108,hop3,143,169.6,20.1,29299,48
108,hop3,144,4.3,35.6,29499,48
108,hop3,145,-5.2,90.1,29699,49
108,hop3,146,105.9,31.8,29899,69
108,hop3,147,84.7,71.8,30099,72
108,hop3,148,73.3,49.9,30299,57
108,hop3,149,116.4,26.1,30499,55
108,hop3,150,81.8,59.7,30700,50
108,hop3,151,35.0,19.1,30900,57
108,hop3,152,-21.4,75.4,31100,27
108,hop3,153,-18.7,56.3,31300,58
108,hop3,154,40.7,94.5,31500,35
108,hop3,155,124.5,70.7,31701,53
108,hop3,156,158.6,13.9,31901,50
108,hop3,157,175.2,8.8,32101,58
108,hop3,158,135.7,91.4,32301,63
108,hop3,159,12.9,34.2,32501,57
108,hop3,160,52.0,80.6,32701,52
108,hop3,161,127.6,20.2,32902,54
108,hop3,162,197.2,74.8,33102,54
108,hop3,163,113.5,84.0,33302,61
108,hop3,164,-3.5,58.4,33502,56
108,hop3,165,71.9,58.0,33702,58
108,hop3,166,29.5,70.1,33903,31
108,hop3,167,9.6,72.6,34103,57
108,hop3,168,35.1,18.0,34303,51
108,hop3,169,30.2,81.6,34503,36
108,hop3,171,-10.9,49.6,34904,55
108,hop3,172,14.8,8.0,35104,36
108,hop3,173,80.1,60.7,35304,63
108,hop3,174,121.8,51.8,35504,64
108,hop3,175,28.2,21.0,35704,56
108,hop3,176,24.7,67.1,35904,59
108,hop3,177,149.3,11.0,36104,59
108,hop3,178,48.6,22.9,36304,55
108,hop3,179,122.6,60.4,36505,50
108,hop3,180,95.5,91.3,36705,51
108,hop3,181,88.1,44.6,36905,58
108,hop3,182,160.0,73.3,37105,54
108,hop3,183,165.8,88.9,37306,53
108,hop3,185,178.6,16.3,37706,53
108,hop3,187,38.6,82.4,38106,55
108,hop3,188,145.7,79.8,38306,32
174,hop1,2,5.6,63.2,1003,2
174,hop1,3,80.1,50.5,1203,3
174,hop1,4,6.8,15.9,1404,2
174,hop1,5,105.9,20.0,1604,2
174,hop1,6,81.0,98.7,1804,3
174,hop1,7,153.2,43.1,2004,3
174,hop1,8,188.0,88.4,2205,2
174,hop1,9,-22.1,67.1,2405,2
174,hop1,10,119.2,58.3,2605,3
174,hop1,11,155.7,93.2,2805,2
174,hop1,12,147.9,63.3,3005,3
174,hop1,13,126.0,99.4,3206,2
174,hop1,14,33.0,42.9,3406,2
174,hop1,15,136.2,45.5,3606,3
174,hop1,16,5.5,20.6,3806,3
174,hop1,17,165.8,63.6,4007,2
174,hop1,18,25.6,47.4,4207,2
174,hop1,19,-20.3,23.6,4407,3
174,hop1,20,136.1,72.7,4607,2
174,hop1,21,134.5,14.4,4808,2
174,hop1,22,174.5,83.0,5008,2
174,hop1,23,15.1,45.0,5208,2
174,hop1,24,34.0,26.5,5408,3
174,hop1,25,154.0,79.8,5608,3
174,hop1,26,125.7,8.6,5809,2
174,hop1,27,22.3,30.0,6009,2
174,hop1,28,143.7,14.2,6209,3
174,hop1,29,17.9,11.2,6409,3
174,hop1,30,8.9,61.5,6610,2
174,hop1,31,123.3,80.7,6810,2
174,hop1,32,152.3,13.1,7010,2
174,hop1,33,-14.5,39.4,7210,3
174,hop1,34,134.0,49.9,7410,3
174,hop1,35,-19.3,69.7,7611,2
174,hop1,36,82.5,86.5,7811,2
174,hop1,37,88.6,53.9,8011,3
174,hop1,38,83.3,49.6,8211,3
174,hop1,39,12.3,52.4,8412,2
174,hop1,40,148.2,43.1,8612,3
174,hop1,41,39.5,5.3,8812,2
174,hop1,42,197.5,86.5,9012,3
174,hop1,43,30.8,26.7,9212,3
174,hop1,44,123.2,24.2,9413,2
174,hop1,45,-18.6,78.1,9613,2
174,hop1,46,-10.7,95.6,9813,3
174,hop1,47,58.9,61.1,10013,3
174,hop1,48,-0.4,7.4,10214,2
174,hop1,49,188.7,14.1,10414,3
174,hop1,50,72.7,70.2,10614,2
174,hop1,51,180.3,50.9,10814,3
174,hop1,52,11.1,30.8,11015,2
174,hop1,53,78.6,97.9,11215,2
174,hop1,54,165.9,67.3,11415,2
174,hop1,55,157.7,3.0,11615,3
174,hop1,56,133.5,9.0,11815,3
174,hop1,57,89.4,18.5,12016,2
174,hop1,58,53.5,64.5,12216,3
174,hop1,59,94.0,60.1,12416,2
174,hop1,60,-6.8,5.1,12616,3
174,hop1,61,80.8,11.3,12817,2
174,hop1,62,28.1,35.3,13017,2
174,hop1,63,98.2,18.1,13217,2
174,hop1,64,89.2,35.6,13417,3
174,hop1,65,153.0,7.4,13617,3
174,hop1,66,153.4,75.8,13818,2
174,hop1,67,144.5,30.5,14018,3
174,hop1,68,107.1,49.1,14218,2
174,hop1,69,83.4,89.7,14418,3
174,hop1,70,172.3,40.1,14619,2
174,hop1,71,178.1,52.2,14819,2
174,hop1,72,183.4,26.5,15019,3
174,hop1,73,-12.1,7.4,15219,3
174,hop1,74,39.4,3.2,15420,2
174,hop1,75,60.3,40.5,15620,2
174,hop1,76,24.8,22.3,15820,30
174,hop1,77,69.2,88.9,16020,2
174,hop1,78,120.8,17.4,16220,3
174,hop1,79,40.2,59.3,16421,2
174,hop1,80,101.6,46.1,16621,2
174,hop1,81,172.1,60.9,16821,3
174,hop1,82,199.3,63.6,17021,3
174,hop1,83,6.6,56.0,17222,2
174,hop1,84,175.3,85.0,17422,2
174,hop1,85,58.4,42.9,17622,2
174,hop1,86,119.6,70.4,17822,3
174,hop1,87,49.5,44.9,18022,3
174,hop1,88,49.4,65.6,18223,2
174,hop1,89,36.9,19.2,18423,2
174,hop1,90,1.5,11.4,18623,3
174,hop1,91,74.8,14.3,18823,3
174,hop1,92,49.3,94.9,19024,2
174,hop1,93,11.5,97.6,19224,3
174,hop1,94,148.9,83.5,19424,2
174,hop1,95,180.3,50.1,19624,3
174,hop1,96,89.0,41.5,19824,3
174,hop1,97,120.3,39.1,20025,2
174,hop1,98,161.7,34.8,20225,2
174,hop1,99,129.1,6.8,20425,3
174,hop1,100,122.7,86.1,20625,3
174,hop1,101,-24.7,28.9,20826,2
174,hop1,102,108.9,93.3,21026,3
174,hop1,103,90.3,23.0,21226,2
174,hop1,104,60.7,65.7,21426,3
174,hop1,105,176.4,24.4,21627,2
174,hop1,106,146.4,35.2,21827,2
174,hop1,107,94.0,33.2,22027,2
174,hop1,108,-11.8,16.7,22227,3
174,hop1,109,6.4,26.6,22427,3
174,hop1,110,43.1,43.2,22628,2
174,hop1,111,115.8,92.2,22828,3
174,hop1,112,154.7,60.8,23028,2
174,hop1,113,-4.1,28.3,23228,3
174,hop1,114,55.7,99.5,23429,2
174,hop1,115,169.1,19.1,23629,2
174,hop1,116,191.2,45.9,23829,2
174,hop1,117,189.7,46.1,24029,3
174,hop1,118,68.2,98.2,24229,3
174,hop1,119,38.6,42.2,24430,2
174,hop1,120,22.3,15.9,24630,3
174,hop1,121,14.9,15.8,24830,2
174,hop1,122,168.2,29.3,25030,3
174,hop1,123,137.3,51.1,25231,2
174,hop1,124,88.9,79.2,25431,2
174,hop1,125,173.2,25.2,25631,3
174,hop1,126,178.7,1.7,25831,3
174,hop1,127,184.4,3.5,26031,3
174,hop1,128,86.4,94.4,26232,2
174,hop1,129,39.6,85.8,26432,3
174,hop1,130,126.0,68.7,26632,2
174,hop1,131,167.5,28.8,26832,3
174,hop1,132,127.2,84.6,27033,2
174,hop1,133,66.1,26.4,27233,2
174,hop1,134,73.3,27.2,27433,3
174,hop1,135,75.3,17.6,27633,3
174,hop1,136,4.0,49.7,27834,2
174,hop1,137,92.1,76.4,28034,2
174,hop1,138,-2.4,84.2,28234,3
174,hop1,139,161.3,65.1,28434,2
174,hop1,140,31.9,34.2,28634,3
174,hop1,141,53.4,61.9,28835,2
174,hop1,142,44.6,75.5,29035,2
174,hop1,143,134.9,39.5,29235,3
174,hop1,144,67.0,8.2,29435,3
174,hop1,145,4.3,29.8,29636,2
174,hop1,146,62.3,70.9,29836,2
174,hop1,147,192.9,61.1,30036,3
174,hop1,148,112.5,25.9,30236,2
174,hop1,149,165.9,69.6,30436,3
174,hop1,150,189.1,65.2,30637,2
174,hop1,151,68.7,91.3,30837,2
174,hop1,152,63.3,47.6,31037,3
174,hop1,153,66.6,42.1,31237,3
174,hop1,154,-1.8,11.1,31438,2
174,hop1,155,168.5,99.6,31638,2
174,hop1,156,181.5,25.9,31838,3
174,hop1,157,-19.8,77.7,32038,2
174,hop1,158,106.2,93.5,32238,3
174,hop1,159,110.6,45.4,32439,2
174,hop1,160,41.0,96.4,32639,2
174,hop1,161,175.7,14.6,32839,3
174,hop1,162,174.3,70.3,33039,3
174,hop1,163,16.0,14.3,33240,2
174,hop1,164,-24.2,84.5,33440,2
174,hop1,165,-24.1,26.7,33640,31
174,hop1,166,169.2,93.7,33840,3
174,hop1,167,125.6,26.1,34041,2
174,hop1,168,55.2,59.7,34241,2
174,hop1,169,-13.4,14.1,34441,2
174,hop1,170,-6.5,57.5,34641,3
174,hop1,171,139.3,12.5,34841,3
174,hop1,172,142.8,49.2,35042,2
174,hop1,173,84.2,13.2,35242,3
174,hop1,174,45.6,89.1,35442,2
174,hop1,175,-14.7,83.5,35642,3
174,hop1,176,71.8,59.4,35843,2
174,hop1,177,163.8,47.8,36043,2
174,hop1,178,192.4,98.6,36243,2
174,hop1,179,39.5,49.3,36443,3
174,hop1,180,31.1,62.7,36643,3
174,hop1,181,-20.5,69.2,36844,2
174,hop1,182,177.6,91.1,37044,3
174,hop1,183,161.8,43.5,37244,2
174,hop1,184,81.2,47.8,37444,3
174,hop1,185,-17.9,13.7,37645,2
174,hop1,186,194.1,72.6,37845,2
174,hop1,187,66.7,16.7,38045,3
174,hop1,188,100.9,43.6,38245,3
174,hop1,189,134.2,79.9,38445,3
204,hop2,2,179.0,34.6,1044,27
204,hop2,3,86.5,58.8,1245,14
204,hop2,4,128.5,5.2,1445,23
204,hop2,5,186.9,53.2,1645,18
204,hop2,6,162.8,95.0,1845,16
204,hop2,7,120.1,73.6,2045,41
204,hop2,8,-20.0,58.5,2245,42
204,hop2,9,76.0,14.5,2445,14
204,hop2,10,43.1,80.5,2645,16
204,hop2,11,155.6,44.7,2845,18
204,hop2,12,114.7,67.8,3045,41
204,hop2,13,33.7,72.6,3245,21
204,hop2,14,35.9,95.3,3445,20
204,hop2,15,45.1,68.0,3645,16
204,hop2,16,171.5,33.8,3845,33
204,hop2,17,-1.3,7.6,4046,39
204,hop2,18,57.0,40.7,4246,18
204,hop2,19,79.2,61.5,4446,37
204,hop2,20,96.5,4.5,4646,23
204,hop2,21,133.2,20.0,4846,37
204,hop2,22,23.6,80.4,5046,24
204,hop2,23,50.0,11.6,5246,17
204,hop2,24,90.8,78.0,5446,17
204,hop2,25,137.6,80.9,5646,19
204,hop2,26,64.3,41.8,5846,37
204,hop2,27,40.9,41.6,6046,24
204,hop2,28,150.9,53.5,6246,43
204,hop2,29,90.7,66.5,6446,20
204,hop2,30,182.0,50.5,6647,21
204,hop2,31,14.0,5.3,6847,39
204,hop2,32,-4.7,22.7,7047,22
204,hop2,33,195.5,21.1,7247,30
204,hop2,34,16.8,83.9,7447,43
204,hop2,35,69.0,51.4,7647,25
204,hop2,36,102.9,21.9,7847,21
204,hop2,37,155.2,58.8,8047,21
204,hop2,38,56.4,25.9,8247,24
204,hop2,39,-2.1,40.4,8447,22
204,hop2,40,38.6,70.5,8647,28
204,hop2,41,43.5,93.4,8847,26
204,hop2,42,95.0,62.7,9047,24
204,hop2,43,161.3,67.5,9247,39
204,hop2,44,162.7,53.0,9448,26
204,hop2,45,118.0,5.1,9648,27
204,hop2,46,196.6,43.3,9848,29
204,hop2,47,148.7,47.4,10048,23
204,hop2,48,-6.8,42.8,10248,26
204,hop2,49,76.6,70.7,10448,26
204,hop2,50,122.8,75.4,10648,23
204,hop2,51,41.8,51.7,10848,24
204,hop2,52,164.3,24.9,11048,27
204,hop2,53,192.4,19.4,11248,28
204,hop2,54,2.0,60.0,11448,24
204,hop2,55,194.0,93.6,11648,27
204,hop2,56,66.8,28.8,11848,24
204,hop2,57,78.5,93.2,12049,26
204,hop2,58,105.3,2.8,12249,28
204,hop2,59,180.9,99.7,12449,23
204,hop2,60,115.7,83.5,12649,27
204,hop2,61,96.5,35.6,12849,27
204,hop2,62,114.5,97.2,13049,26
204,hop2,63,107.3,7.3,13249,28
204,hop2,64,97.6,26.8,13449,44
204,hop2,65,24.9,59.2,13649,47
204,hop2,66,95.9,35.7,13849,30
204,hop2,67,158.6,9.3,14049,29
204,hop2,68,75.2,16.3,14249,24
204,hop2,69,108.1,72.1,14449,52
204,hop2,70,8.4,27.7,14649,25
204,hop2,71,50.7,80.6,14850,23
204,hop2,72,188.6,19.0,15050,33
204,hop2,73,175.9,75.4,15250,32
204,hop2,74,-15.4,73.3,15450,25
204,hop2,75,43.1,64.8,15650,25
204,hop2,76,197.7,68.5,15850,30
204,hop2,77,116.2,59.1,16050,33
204,hop2,78,18.3,16.0,16250,44
204,hop2,79,188.5,80.5,16450,31
204,hop2,80,157.6,26.0,16650,44
204,hop2,81,88.6,29.0,16850,37
204,hop2,82,-21.9,51.9,17050,33
204,hop2,83,-12.0,66.6,17251,28
204,hop2,84,194.6,7.1,17451,46
204,hop2,85,166.1,44.8,17651,32
204,hop2,86,131.8,41.0,17851,27
204,hop2,87,35.6,98.4,18051,28
204,hop2,88,109.7,13.7,18251,34
204,hop2,90,79.1,53.5,18651,27
204,hop2,91,133.0,75.4,18851,33
204,hop2,92,-9.4,78.1,19051,35
204,hop2,93,158.2,4.6,19251,33
204,hop2,94,9.7,76.3,19451,28
204,hop2,95,14.7,69.1,19651,31
204,hop2,96,31.0,88.8,19851,30
204,hop2,97,67.0,28.2,20052,36
204,hop2,98,108.5,1.3,20252,28
204,hop2,99,102.9,60.6,20452,31
204,hop2,100,40.5,31.2,20652,33
204,hop2,101,115.8,87.8,20852,44
204,hop2,102,95.0,70.4,21052,38
204,hop2,103,0.9,85.6,21252,39
204,hop2,104,-9.4,30.6,21452,38
204,hop2,107,170.6,15.0,22052,31
204,hop2,108,126.0,9.7,22252,32
204,hop2,109,8.3,53.4,22453,31
204,hop2,110,159.7,84.1,22653,31
204,hop2,111,184.7,79.0,22853,30
204,hop2,112,109.5,65.4,23053,33
204,hop2,113,39.7,37.3,23253,33
204,hop2,114,111.3,13.8,23453,51
204,hop2,115,181.9,0.8,23653,49
204,hop2,116,31.6,30.4,23853,39
204,hop2,117,-11.4,64.1,24053,31
204,hop2,118,-16.3,77.2,24253,31
204,hop2,119,89.6,46.9,24453,39
204,hop2,120,99.8,19.8,24654,31
204,hop2,121,46.1,81.5,24854,33
204,hop2,122,24.3,21.7,25054,36
204,hop2,123,101.5,56.6,25254,36
204,hop2,124,-17.7,67.6,25454,37
204,hop2,125,64.7,9.7,25654,38
204,hop2,126,184.7,96.2,25854,35
204,hop2,127,186.1,84.4,26054,33
